timestamp_ms,U,max_voltage_V,pos_rad,vel_rads,current_mA
10819,0,12.35,0.00,0.00,9.00
10844,0,12.35,0.00,0.00,9.00
10869,0,12.35,0.00,0.00,9.00
10894,0,12.35,0.00,0.00,9.00
10919,0,12.35,0.00,0.00,9.00
10944,0,12.35,0.00,0.00,10.00
10969,0,12.35,0.00,0.00,10.00
10994,0,12.35,0.00,0.00,9.00
11019,0,12.35,0.00,0.00,9.00
11044,0,12.35,0.00,0.00,9.00
11069,0,12.35,0.00,0.00,10.00
11094,0,12.35,0.00,0.00,10.00
11119,0,12.35,0.00,0.00,9.00
11144,0,12.35,0.00,0.00,9.00
11169,0,12.35,0.00,0.00,9.00
11194,0,12.35,0.00,0.00,10.00
11219,0,12.35,0.00,0.00,9.00
11244,0,12.35,0.00,0.00,9.00
11269,0,12.35,0.00,0.00,9.00
11294,0,12.35,0.00,0.00,9.00
11319,0,12.35,0.00,0.00,9.00
11344,0,12.35,0.00,0.00,10.00
11369,0,12.35,0.00,0.00,10.00
11394,0,12.35,0.00,0.00,10.00
11419,0,12.35,0.00,0.00,9.00
11444,0,12.35,0.00,0.00,9.00
11469,0,12.35,0.00,0.00,9.00
11494,0,12.35,0.00,0.00,9.00
11519,0,12.35,0.00,0.00,10.00
11544,0,12.35,0.00,0.00,10.00
11569,0,12.35,0.00,0.00,10.00
11594,0,12.35,0.00,0.00,9.00
11619,0,12.35,0.00,0.00,9.00
11644,0,12.35,0.00,0.00,10.00
11669,0,12.35,0.00,0.00,10.00
11694,0,12.35,0.00,0.00,9.00
11719,0,12.35,0.00,0.00,10.00
11744,0,12.35,0.00,0.00,9.00
11769,0,12.35,0.00,0.00,9.00
11794,0,12.35,0.00,0.00,10.00
11819,0,12.35,0.00,0.00,9.00
11844,0,12.35,0.00,0.00,9.00
11869,0,12.35,0.00,0.00,9.00
11894,0,12.35,0.00,0.00,9.00
11919,0,12.35,0.00,0.00,9.00
11944,0,12.35,0.00,0.00,10.00
11969,0,12.35,0.00,0.00,10.00
11994,0,12.35,0.00,0.00,9.00
12019,0,12.35,0.00,0.00,10.00
12044,0,12.35,0.00,0.00,9.00
12069,0,12.35,0.00,0.00,9.00
12094,0,12.35,0.00,0.00,9.00
12119,0,12.35,0.00,0.00,9.00
12144,0,12.35,0.00,0.00,9.00
12169,0,12.35,0.00,0.00,8.00
12194,0,12.35,0.00,0.00,9.00
12219,0,12.35,0.00,0.00,8.00
12244,0,12.35,0.00,0.00,9.00
12269,0,12.35,0.00,0.00,10.00
12294,0,12.35,0.00,0.00,9.00
12319,0,12.35,0.00,0.00,10.00
12344,0,12.35,0.00,0.00,9.00
12369,0,12.35,0.00,0.00,10.00
12394,0,12.35,0.00,0.00,9.00
12419,0,12.35,0.00,0.00,10.00
12444,0,12.35,0.00,0.00,9.00
12469,0,12.35,0.00,0.00,9.00
12494,0,12.35,0.00,0.00,9.00
12519,0,12.35,0.00,0.00,9.00
12544,0,12.35,0.00,0.00,9.00
12569,0,12.35,0.00,0.00,9.00
12594,0,12.35,0.00,0.00,10.00
12619,0,12.35,0.00,0.00,9.00
12644,0,12.35,0.00,0.00,9.00
12669,0,12.35,0.00,0.00,9.00
12694,0,12.35,0.00,0.00,9.00
12719,0,12.35,0.00,0.00,10.00
12744,0,12.35,0.00,0.00,9.00
12769,0,12.35,0.00,0.00,9.00
12794,0,12.35,0.00,0.00,9.00
12819,0,12.35,0.00,0.00,8.00
12844,0,12.35,0.00,0.00,9.00
12869,0,12.35,0.00,0.00,10.00
12894,0,12.35,0.00,0.00,9.00
12919,0,12.35,0.00,0.00,10.00
12944,0,12.35,0.00,0.00,9.00
12969,0,12.35,0.00,0.00,9.00
12994,0,12.35,0.00,0.00,9.00
13019,0,12.35,0.00,0.00,9.00
13044,0,12.35,0.00,0.00,10.00
13069,0,12.35,0.00,0.00,9.00
13094,0,12.35,0.00,0.00,9.00
13119,0,12.35,0.00,0.00,9.00
13144,0,12.35,0.00,0.00,10.00
13169,0,12.35,0.00,0.00,9.00
13194,0,12.35,0.00,0.00,9.00
13219,0,12.35,0.00,0.00,9.00
13244,0,12.35,0.00,0.00,10.00
13269,0,12.35,0.00,0.00,9.00
13294,0,12.35,0.00,0.00,9.00
13319,0,12.35,0.00,0.00,10.00
13344,0,12.35,0.00,0.00,9.00
13369,0,12.35,0.00,0.00,10.00
13394,0,12.35,0.00,0.00,10.00
13419,0,12.35,0.00,0.00,10.00
13444,0,12.35,0.00,0.00,9.00
13469,0,12.35,0.00,0.00,9.00
13494,0,12.35,0.00,0.00,9.00
13519,0,12.35,0.00,0.00,9.00
13544,0,12.35,0.00,0.00,9.00
13569,0,12.35,0.00,0.00,9.00
13594,0,12.35,0.00,0.00,9.00
13619,0,12.35,0.00,0.00,9.00
13644,0,12.35,0.00,0.00,10.00
13669,0,12.35,0.00,0.00,9.00
13694,0,12.35,0.00,0.00,9.00
13719,0,12.35,0.00,0.00,9.00
13744,0,12.35,0.00,0.00,10.00
13769,0,12.35,0.00,0.00,10.00
13794,0,12.35,0.00,0.00,10.00
13819,0,12.35,0.00,0.00,9.00
13844,0,12.35,0.00,0.00,9.00
13869,0,12.35,0.00,0.00,10.00
13894,0,12.35,0.00,0.00,9.00
13919,0,12.35,0.00,0.00,9.00
13944,0,12.35,0.00,0.00,9.00
13969,0,12.35,0.00,0.00,10.00
13994,0,12.35,0.00,0.00,9.00
14019,0,12.35,0.00,0.00,10.00
14044,0,12.35,0.00,0.00,9.00
14069,0,12.35,0.00,0.00,9.00
14094,0,12.35,0.00,0.00,9.00
14119,0,12.35,0.00,0.00,10.00
14144,0,12.35,0.00,0.00,9.00
14169,0,12.35,0.00,0.00,9.00
14194,0,12.35,0.00,0.00,9.00
14219,0,12.35,0.00,0.00,9.00
14244,0,12.35,0.00,0.00,10.00
14269,0,12.35,0.00,0.00,9.00
14294,0,12.35,0.00,0.00,9.00
14319,0,12.35,0.00,0.00,10.00
14344,0,12.35,0.00,0.00,10.00
14369,0,12.35,0.00,0.00,9.00
14394,0,12.35,0.00,0.00,9.00
14419,0,12.35,0.00,0.00,10.00
14444,0,12.35,0.00,0.00,9.00
14469,0,12.35,0.00,0.00,8.00
14494,0,12.35,0.00,0.00,9.00
14519,0,12.35,0.00,0.00,9.00
14544,0,12.35,0.00,0.00,9.00
14569,0,12.35,0.00,0.00,8.00
14594,0,12.35,0.00,0.00,10.00
14619,0,12.35,0.00,0.00,10.00
14644,0,12.35,0.00,0.00,9.00
14669,0,12.35,0.00,0.00,9.00
14694,0,12.35,0.00,0.00,9.00
14719,0,12.35,0.00,0.00,9.00
14744,0,12.35,0.00,0.00,9.00
14769,0,12.35,0.00,0.00,10.00
14794,0,12.35,0.00,0.00,10.00
14819,0,12.35,0.00,0.00,10.00
14844,0,12.35,0.00,0.00,9.00
14869,0,12.35,0.00,0.00,10.00
14894,0,12.35,0.00,0.00,9.00
14919,0,12.35,0.00,0.00,10.00
14944,0,12.35,0.00,0.00,9.00
14969,0,12.35,0.00,0.00,9.00
14994,0,12.35,0.00,0.00,10.00
15019,0,12.35,0.00,0.00,9.00
15044,0,12.35,0.00,0.00,9.00
15069,0,12.35,0.00,0.00,9.00
15094,0,12.35,0.00,0.00,9.00
15119,0,12.35,0.00,0.00,10.00
15144,0,12.35,0.00,0.00,10.00
15169,0,12.35,0.00,0.00,9.00
15194,0,12.35,0.00,0.00,9.00
15219,0,12.35,0.00,0.00,9.00
15244,0,12.35,0.00,0.00,9.00
15269,0,12.35,0.00,0.00,10.00
15294,0,12.35,0.00,0.00,9.00
15319,0,12.35,0.00,0.00,9.00
15344,0,12.35,0.00,0.00,8.00
15369,0,12.35,0.00,0.00,10.00
15394,0,12.35,0.00,0.00,10.00
15419,0,12.35,0.00,0.00,10.00
15444,0,12.35,0.00,0.00,9.00
15469,0,12.35,0.00,0.00,9.00
15494,0,12.35,0.00,0.00,9.00
15519,0,12.35,0.00,0.00,9.00
15544,0,12.35,0.00,0.00,9.00
15569,0,12.35,0.00,0.00,9.00
15594,0,12.35,0.00,0.00,10.00
15619,0,12.35,0.00,0.00,10.00
15644,0,12.35,0.00,0.00,9.00
15669,0,12.35,0.00,0.00,10.00
15694,0,12.35,0.00,0.00,9.00
15719,0,12.35,0.00,0.00,9.00
15744,0,12.35,0.00,0.00,9.00
15769,0,12.35,0.00,0.00,9.00
15794,0,12.35,0.00,0.00,10.00
15819,0,12.35,0.00,0.00,10.00
15844,0,12.35,0.00,0.00,9.00
15869,0,12.35,0.00,0.00,9.00
15894,0,12.35,0.00,0.00,9.00
15919,0,12.35,0.00,0.00,9.00
15944,0,12.35,0.00,0.00,9.00
15969,0,12.35,0.00,0.00,9.00
15994,0,12.35,0.00,0.00,9.00
16019,0,12.35,0.00,0.00,9.00
16044,0,12.35,0.00,0.00,10.00
16069,0,12.35,0.00,0.00,9.00
16094,0,12.35,0.00,0.00,9.00
16119,0,12.35,0.00,0.00,9.00
16144,0,12.35,0.00,0.00,9.00
16169,0,12.35,0.00,0.00,10.00
16194,0,12.35,0.00,0.00,9.00
16219,0,12.35,0.00,0.00,10.00
16244,0,12.35,0.00,0.00,10.00
16269,0,12.35,0.00,0.00,10.00
16294,0,12.35,0.00,0.00,9.00
16319,0,12.35,0.00,0.00,10.00
16344,0,12.35,0.00,0.00,10.00
16369,0,12.35,0.00,0.00,9.00
16394,0,12.35,0.00,0.00,9.00
16419,0,12.35,0.00,0.00,10.00
16444,0,12.35,0.00,0.00,9.00
16469,0,12.35,0.00,0.00,9.00
16494,0,12.35,0.00,0.00,9.00
16519,0,12.35,0.00,0.00,9.00
16544,0,12.35,0.00,0.00,9.00
16569,0,12.35,0.00,0.00,9.00
16594,0,12.35,0.00,0.00,9.00
16619,0,12.35,0.00,0.00,10.00
16644,0,12.35,0.00,0.00,9.00
16669,0,12.35,0.00,0.00,9.00
16694,0,12.35,0.00,0.00,9.00
16719,0,12.35,0.00,0.00,10.00
16744,0,12.35,0.00,0.00,9.00
16769,0,12.35,0.00,0.00,9.00
16794,0,12.35,0.00,0.00,9.00
16819,512,12.35,0.00,0.00,9.00
16844,512,12.35,0.01,0.34,77.00
16869,512,12.35,0.03,0.95,64.00
16894,512,12.35,0.06,1.23,59.00
16919,512,12.35,0.10,1.46,49.00
16944,512,12.35,0.14,1.51,39.00
16969,512,12.35,0.18,1.63,40.00
16994,512,12.35,0.22,1.74,45.00
17019,512,12.35,0.26,1.68,41.00
17044,512,12.35,0.31,1.80,34.00
17069,512,12.35,0.35,1.80,34.00
17094,512,12.35,0.40,1.74,32.00
17119,512,12.35,0.44,1.85,33.00
17144,512,12.35,0.49,1.74,34.00
17169,512,12.35,0.53,1.85,36.00
17194,512,12.35,0.58,1.74,39.00
17219,512,12.35,0.62,1.85,40.00
17244,512,12.35,0.67,1.80,45.00
17269,512,12.35,0.71,1.80,40.00
17294,512,12.35,0.76,1.80,43.00
17319,512,12.35,0.80,1.80,41.00
17344,512,12.35,0.85,1.85,38.00
17369,512,12.35,0.89,1.74,38.00
17394,512,12.35,0.94,1.80,40.00
17419,512,12.35,0.98,1.85,41.00
17444,512,12.35,1.03,1.80,34.00
17469,512,12.35,1.07,1.85,34.00
17494,512,12.35,1.12,1.74,33.00
17519,512,12.35,1.16,1.80,33.00
17544,512,12.35,1.21,1.85,32.00
17569,512,12.35,1.25,1.80,32.00
17594,512,12.35,1.30,1.85,34.00
17619,512,12.35,1.34,1.80,34.00
17644,512,12.35,1.39,1.80,39.00
17669,512,12.35,1.44,1.85,38.00
17694,512,12.35,1.48,1.74,36.00
17719,512,12.35,1.53,1.91,38.00
17744,512,12.35,1.57,1.74,38.00
17769,512,12.35,1.62,1.85,41.00
17794,512,12.35,1.66,1.80,41.00
17819,512,12.35,1.71,1.80,45.00
17844,512,12.35,1.75,1.85,40.00
17869,512,12.35,1.80,1.80,42.00
17894,512,12.35,1.84,1.85,38.00
17919,512,12.35,1.89,1.80,41.00
17944,512,12.35,1.94,1.85,39.00
17969,512,12.35,1.98,1.80,40.00
17994,512,12.35,2.03,1.80,38.00
18019,512,12.35,2.07,1.91,40.00
18044,512,12.35,2.12,1.74,40.00
18069,512,12.35,2.16,1.91,36.00
18094,512,12.35,2.21,1.80,41.00
18119,512,12.35,2.25,1.80,37.00
18144,512,12.35,2.30,1.85,40.00
18169,512,12.35,2.34,1.80,34.00
18194,512,12.35,2.39,1.91,41.00
18219,512,12.35,2.44,1.80,39.00
18244,512,12.35,2.48,1.80,40.00
18269,512,12.35,2.53,1.85,35.00
18294,512,12.35,2.57,1.80,37.00
18319,512,12.35,2.62,1.85,34.00
18344,512,12.35,2.66,1.80,37.00
18369,512,12.35,2.71,1.91,32.00
18394,512,12.35,2.76,1.80,35.00
18419,512,12.35,2.80,1.80,31.00
18444,512,12.35,2.85,1.85,34.00
18469,512,12.35,2.89,1.80,36.00
18494,512,12.35,2.94,1.91,32.00
18519,512,12.35,2.98,1.74,34.00
18544,512,12.35,3.03,1.80,32.00
18569,512,12.35,3.08,1.91,33.00
18594,512,12.35,3.12,1.80,35.00
18619,512,12.35,3.17,1.85,37.00
18644,512,12.35,3.21,1.80,32.00
18669,512,12.35,3.26,1.85,32.00
18694,512,12.35,3.30,1.80,33.00
18719,512,12.35,3.35,1.80,34.00
18744,512,12.35,3.40,1.85,35.00
18769,512,12.35,3.44,1.80,34.00
18794,512,12.35,3.49,1.85,37.00
18819,512,12.35,3.53,1.80,37.00
18844,512,12.35,3.58,1.80,35.00
18869,512,12.35,3.62,1.85,38.00
18894,512,12.35,3.67,1.80,39.00
18919,512,12.35,3.71,1.85,40.00
18944,512,12.35,3.76,1.80,38.00
18969,512,12.35,3.80,1.80,40.00
18994,512,12.35,3.85,1.85,41.00
19019,512,12.35,3.89,1.80,47.00
19044,512,12.35,3.94,1.91,44.00
19069,512,12.35,3.99,1.74,43.00
19094,512,12.35,4.03,1.91,42.00
19119,512,12.35,4.08,1.74,43.00
19144,512,12.35,4.12,1.85,41.00
19169,512,12.35,4.17,1.85,42.00
19194,512,12.35,4.21,1.80,45.00
19219,512,12.35,4.26,1.85,42.00
19244,512,12.35,4.31,1.80,42.00
19269,512,12.35,4.35,1.80,37.00
19294,512,12.35,4.40,1.85,40.00
19319,512,12.35,4.44,1.80,37.00
19344,512,12.35,4.49,1.91,37.00
19369,512,12.35,4.53,1.74,34.00
19394,512,12.35,4.58,1.91,35.00
19419,512,12.35,4.62,1.74,33.00
19444,512,12.35,4.67,1.85,36.00
19469,512,12.35,4.72,1.85,37.00
19494,512,12.35,4.76,1.80,37.00
19519,512,12.35,4.81,1.85,32.00
19544,512,12.35,4.85,1.80,34.00
19569,512,12.35,4.90,1.80,34.00
19594,512,12.35,4.94,1.85,31.00
19619,512,12.35,4.99,1.80,37.00
19644,512,12.35,5.03,1.85,37.00
19669,512,12.35,5.08,1.80,33.00
19694,512,12.35,5.13,1.91,33.00
19719,512,12.35,5.17,1.74,32.00
19744,512,12.35,5.22,1.80,33.00
19769,512,12.35,5.26,1.85,33.00
19794,512,12.35,5.31,1.80,35.00
19819,512,12.35,5.35,1.85,35.00
19844,512,12.35,5.40,1.80,39.00
19869,512,12.35,5.44,1.80,40.00
19894,512,12.35,5.49,1.85,43.00
19919,512,12.35,5.53,1.80,38.00
19944,512,12.35,5.58,1.85,38.00
19969,512,12.35,5.63,1.80,41.00
19994,512,12.35,5.67,1.80,40.00
20019,512,12.35,5.72,1.85,44.00
20044,512,12.35,5.76,1.80,43.00
20069,512,12.35,5.81,1.85,45.00
20094,512,12.35,5.85,1.80,41.00
20119,512,12.35,5.90,1.91,44.00
20144,512,12.35,5.94,1.74,39.00
20169,512,12.35,5.99,1.80,44.00
20194,512,12.35,6.03,1.85,38.00
20219,512,12.35,6.08,1.80,42.00
20244,512,12.35,6.13,1.91,36.00
20269,512,12.35,6.17,1.80,40.00
20294,512,12.35,6.22,1.74,40.00
20319,512,12.35,6.26,1.91,37.00
20344,512,12.35,6.31,1.74,38.00
20369,512,12.35,6.35,1.91,35.00
20394,512,12.35,6.40,1.80,37.00
20419,512,12.35,6.45,1.85,33.00
20444,512,12.35,6.49,1.80,38.00
20469,512,12.35,6.54,1.80,36.00
20494,512,12.35,6.58,1.85,35.00
20519,512,12.35,6.63,1.80,33.00
20544,512,12.35,6.67,1.85,33.00
20569,512,12.35,6.72,1.80,32.00
20594,512,12.35,6.76,1.80,33.00
20619,512,12.35,6.81,1.91,33.00
20644,512,12.35,6.85,1.74,32.00
20669,512,12.35,6.90,1.91,33.00
20694,512,12.35,6.95,1.80,32.00
20719,512,12.35,6.99,1.80,33.00
20744,512,12.35,7.04,1.85,35.00
20769,512,12.35,7.08,1.80,35.00
20794,512,12.35,7.13,1.85,37.00
20819,512,12.35,7.17,1.80,36.00
20844,512,12.35,7.22,1.85,39.00
20869,512,12.35,7.26,1.80,40.00
20894,512,12.35,7.31,1.80,37.00
20919,512,12.35,7.36,1.91,36.00
20944,512,12.35,7.40,1.74,39.00
20969,512,12.35,7.45,1.91,39.00
20994,512,12.35,7.49,1.74,41.00
21019,512,12.35,7.54,1.85,40.00
21044,512,12.35,7.58,1.85,40.00
21069,512,12.35,7.63,1.80,42.00
21094,512,12.35,7.68,1.85,41.00
21119,512,12.35,7.72,1.80,42.00
21144,512,12.35,7.77,1.85,40.00
21169,512,12.35,7.81,1.80,43.00
21194,512,12.35,7.86,1.80,39.00
21219,512,12.35,7.90,1.91,42.00
21244,512,12.35,7.95,1.74,41.00
21269,512,12.35,8.00,1.91,44.00
21294,512,12.35,8.04,1.80,39.00
21319,512,12.35,8.09,1.80,42.00
21344,512,12.35,8.13,1.85,38.00
21369,512,12.35,8.18,1.85,41.00
21394,512,12.35,8.22,1.85,45.00
21419,512,12.35,8.27,1.80,41.00
21444,512,12.35,8.31,1.80,42.00
21469,512,12.35,8.36,1.91,38.00
21494,512,12.35,8.41,1.80,43.00
21519,512,12.35,8.45,1.91,38.00
21544,512,12.35,8.50,1.80,44.00
21569,512,12.35,8.55,1.85,38.00
21594,512,12.35,8.59,1.85,43.00
21619,512,12.35,8.64,1.80,39.00
21644,512,12.35,8.68,1.91,46.00
21669,512,12.35,8.73,1.80,38.00
21694,512,12.35,8.78,1.85,43.00
21719,512,12.35,8.82,1.85,38.00
21744,512,12.35,8.87,1.80,43.00
21769,512,12.35,8.91,1.91,44.00
21794,512,12.35,8.96,1.80,43.00
21819,512,12.35,9.01,1.85,44.00
21844,512,12.35,9.05,1.85,40.00
21869,512,12.35,9.10,1.85,42.00
21894,512,12.35,9.14,1.85,41.00
