timestamp,U,max_voltage_V,pos_rad,vel_rads,current_mA
89194,0,12.35,356.24,0.00,10.00
89219,0,12.35,356.24,0.00,10.00
89244,0,12.35,356.24,0.00,10.00
89269,0,12.35,356.24,0.00,9.00
89294,0,12.35,356.24,0.00,10.00
89319,0,12.35,356.24,0.00,10.00
89344,0,12.35,356.24,0.00,10.00
89369,0,12.35,356.24,0.00,10.00
89394,0,12.35,356.24,0.00,10.00
89419,0,12.35,356.24,0.00,10.00
89444,0,12.35,356.24,0.00,9.00
89469,0,12.35,356.24,0.00,10.00
89494,0,12.35,356.24,0.00,10.00
89519,0,12.35,356.24,0.00,10.00
89544,0,12.35,356.24,0.00,9.00
89569,0,12.35,356.24,0.00,10.00
89594,0,12.35,356.24,0.00,10.00
89619,0,12.35,356.24,0.00,9.00
89644,0,12.35,356.24,0.00,9.00
89669,0,12.35,356.24,0.00,10.00
89694,0,12.35,356.24,0.00,9.00
89719,0,12.35,356.24,0.00,10.00
89744,0,12.35,356.24,0.00,10.00
89769,0,12.35,356.24,0.00,9.00
89794,0,12.35,356.24,0.00,10.00
89819,0,12.35,356.24,0.00,9.00
89844,0,12.35,356.24,0.00,10.00
89869,0,12.35,356.24,0.00,9.00
89894,0,12.35,356.24,0.00,10.00
89919,0,12.35,356.24,0.00,11.00
89944,0,12.35,356.24,0.00,10.00
89969,0,12.35,356.24,0.00,9.00
89994,0,12.35,356.24,0.00,9.00
90019,0,12.35,356.24,0.00,10.00
90044,0,12.35,356.24,0.00,10.00
90069,0,12.35,356.24,0.00,10.00
90094,0,12.35,356.24,0.00,10.00
90119,0,12.35,356.24,0.00,9.00
90144,0,12.35,356.24,0.00,10.00
90169,0,12.35,356.24,0.00,10.00
90194,0,12.35,356.24,0.00,9.00
90219,0,12.35,356.24,0.00,10.00
90244,0,12.35,356.24,0.00,10.00
90269,0,12.35,356.24,0.00,9.00
90294,0,12.35,356.24,0.00,10.00
90319,0,12.35,356.24,0.00,9.00
90344,0,12.35,356.24,0.00,10.00
90369,0,12.35,356.24,0.00,9.00
90394,0,12.35,356.24,0.00,10.00
90419,0,12.35,356.24,0.00,9.00
90444,0,12.35,356.24,0.00,9.00
90469,0,12.35,356.24,0.00,9.00
90494,0,12.35,356.24,0.00,10.00
90519,0,12.35,356.24,0.00,10.00
90544,0,12.35,356.24,0.00,9.00
90569,0,12.35,356.24,0.00,10.00
90594,0,12.35,356.24,0.00,10.00
90619,0,12.35,356.24,0.00,9.00
90644,0,12.35,356.24,0.00,9.00
90669,0,12.35,356.24,0.00,9.00
90694,0,12.35,356.24,0.00,9.00
90719,0,12.35,356.24,0.00,9.00
90744,0,12.35,356.24,0.00,10.00
90769,0,12.35,356.24,0.00,9.00
90794,0,12.35,356.24,0.00,9.00
90819,0,12.35,356.24,0.00,9.00
90844,0,12.35,356.24,0.00,10.00
90869,0,12.35,356.24,0.00,9.00
90894,0,12.35,356.24,0.00,9.00
90919,0,12.35,356.24,0.00,10.00
90944,0,12.35,356.24,0.00,10.00
90969,0,12.35,356.24,0.00,9.00
90994,0,12.35,356.24,0.00,9.00
91019,0,12.35,356.24,0.00,10.00
91044,0,12.35,356.24,0.00,9.00
91069,0,12.35,356.24,0.00,10.00
91094,0,12.35,356.24,0.00,9.00
91119,0,12.35,356.24,0.00,10.00
91144,0,12.35,356.24,0.00,10.00
91169,0,12.35,356.24,0.00,9.00
91194,0,12.35,356.24,0.00,9.00
91219,0,12.35,356.24,0.00,9.00
91244,0,12.35,356.24,0.00,10.00
91269,0,12.35,356.24,0.00,9.00
91294,0,12.35,356.24,0.00,9.00
91319,0,12.35,356.24,0.00,9.00
91344,0,12.35,356.24,0.00,9.00
91369,0,12.35,356.24,0.00,9.00
91394,0,12.35,356.24,0.00,10.00
91419,0,12.35,356.24,0.00,9.00
91444,0,12.35,356.24,0.00,10.00
91469,0,12.35,356.24,0.00,9.00
91494,0,12.35,356.24,0.00,9.00
91519,0,12.35,356.24,0.00,10.00
91544,0,12.35,356.24,0.00,9.00
91569,0,12.35,356.24,0.00,10.00
91594,0,12.35,356.24,0.00,10.00
91619,0,12.35,356.24,0.00,10.00
91644,0,12.35,356.24,0.00,9.00
91669,0,12.35,356.24,0.00,10.00
91694,0,12.35,356.24,0.00,9.00
91719,0,12.35,356.24,0.00,9.00
91744,0,12.35,356.24,0.00,9.00
91769,0,12.35,356.24,0.00,9.00
91794,0,12.35,356.24,0.00,10.00
91819,0,12.35,356.24,0.00,10.00
91844,0,12.35,356.24,0.00,10.00
91869,0,12.35,356.24,0.00,9.00
91894,0,12.35,356.24,0.00,10.00
91919,0,12.35,356.24,0.00,9.00
91944,0,12.35,356.24,0.00,10.00
91969,0,12.35,356.24,0.00,10.00
91994,0,12.35,356.24,0.00,9.00
92019,0,12.35,356.24,0.00,10.00
92044,0,12.35,356.24,0.00,9.00
92069,0,12.35,356.24,0.00,9.00
92094,0,12.35,356.24,0.00,9.00
92119,0,12.35,356.24,0.00,9.00
92144,0,12.35,356.24,0.00,9.00
92169,0,12.35,356.24,0.00,10.00
92194,0,12.35,356.24,0.00,9.00
92219,0,12.35,356.24,0.00,8.00
92244,0,12.35,356.24,0.00,9.00
92269,0,12.35,356.24,0.00,9.00
92294,0,12.35,356.24,0.00,9.00
92319,0,12.35,356.24,0.00,10.00
92344,0,12.35,356.24,0.00,10.00
92369,0,12.35,356.24,0.00,9.00
92394,0,12.35,356.24,0.00,9.00
92419,0,12.35,356.24,0.00,10.00
92444,0,12.35,356.24,0.00,9.00
92469,0,12.35,356.24,0.00,10.00
92494,0,12.35,356.24,0.00,9.00
92519,0,12.35,356.24,0.00,9.00
92544,0,12.35,356.24,0.00,9.00
92569,0,12.35,356.24,0.00,10.00
92594,0,12.35,356.24,0.00,9.00
92619,0,12.35,356.24,0.00,9.00
92644,0,12.35,356.24,0.00,10.00
92669,0,12.35,356.24,0.00,10.00
92694,0,12.35,356.24,0.00,10.00
92719,0,12.35,356.24,0.00,9.00
92744,0,12.35,356.24,0.00,9.00
92769,0,12.35,356.24,0.00,8.00
92794,0,12.35,356.24,0.00,10.00
92819,0,12.35,356.24,0.00,10.00
92844,0,12.35,356.24,0.00,9.00
92869,0,12.35,356.24,0.00,10.00
92894,0,12.35,356.24,0.00,9.00
92919,0,12.35,356.24,0.00,9.00
92944,0,12.35,356.24,0.00,10.00
92969,0,12.35,356.24,0.00,10.00
92994,0,12.35,356.24,0.00,10.00
93019,0,12.35,356.24,0.00,9.00
93044,0,12.35,356.24,0.00,10.00
93069,0,12.35,356.24,0.00,9.00
93094,0,12.35,356.24,0.00,10.00
93119,0,12.35,356.24,0.00,9.00
93144,0,12.35,356.24,0.00,9.00
93169,0,12.35,356.24,0.00,10.00
93194,0,12.35,356.24,0.00,9.00
93219,0,12.35,356.24,0.00,9.00
93244,0,12.35,356.24,0.00,9.00
93269,0,12.35,356.24,0.00,9.00
93294,0,12.35,356.24,0.00,9.00
93319,0,12.35,356.24,0.00,9.00
93344,0,12.35,356.24,0.00,9.00
93369,0,12.35,356.24,0.00,10.00
93394,0,12.35,356.24,0.00,10.00
93419,0,12.35,356.24,0.00,10.00
93444,0,12.35,356.24,0.00,9.00
93469,0,12.35,356.24,0.00,9.00
93494,0,12.35,356.24,0.00,9.00
93519,0,12.35,356.24,0.00,9.00
93544,0,12.35,356.24,0.00,11.00
93569,0,12.35,356.24,0.00,9.00
93594,0,12.35,356.24,0.00,9.00
93619,0,12.35,356.24,0.00,10.00
93644,0,12.35,356.24,0.00,10.00
93669,0,12.35,356.24,0.00,10.00
93694,0,12.35,356.24,0.00,9.00
93719,0,12.35,356.24,0.00,9.00
93744,0,12.35,356.24,0.00,10.00
93769,0,12.35,356.24,0.00,10.00
93794,0,12.35,356.24,0.00,9.00
93819,4096,12.35,356.24,0.00,10.00
93844,4096,12.35,356.32,3.42,3691.00
93869,4096,12.35,356.52,7.97,2170.00
93894,4096,12.35,356.80,10.94,1475.00
93919,4096,12.35,357.13,13.46,1021.00
93944,4096,12.35,357.49,14.14,765.00
93969,4096,12.35,357.88,15.65,582.00
93994,4096,12.35,358.27,15.65,476.00
94019,4096,12.35,358.69,16.72,383.00
94044,4096,12.35,359.10,16.33,331.00
94069,4096,12.35,359.51,16.49,296.00
94094,4096,12.35,359.94,17.45,262.00
94119,4096,12.35,360.36,16.72,254.00
94144,4096,12.35,360.80,17.62,245.00
94169,4096,12.35,361.22,16.89,222.00
94194,4096,12.35,361.65,17.00,215.00
94219,4096,12.35,362.09,17.67,221.00
94244,4096,12.35,362.52,17.00,212.00
94269,4096,12.35,362.96,17.78,211.00
94294,4096,12.35,363.39,17.05,222.00
94319,4096,12.35,363.81,17.11,212.00
94344,4096,12.35,364.26,17.78,195.00
94369,4096,12.35,364.69,17.11,207.00
94394,4096,12.35,365.13,17.78,193.00
94419,4096,12.35,365.56,17.11,204.00
94444,4096,12.35,366.01,17.84,207.00
94469,4096,12.35,366.43,17.11,206.00
94494,4096,12.35,366.86,17.11,180.00
94519,4096,12.35,367.31,17.84,218.00
94544,4096,12.35,367.73,17.11,206.00
94569,4096,12.35,368.18,17.84,208.00
94594,4096,12.35,368.61,17.05,189.00
94619,4096,12.35,369.03,17.11,192.00
94644,4096,12.35,369.48,17.84,217.00
94669,4096,12.35,369.91,17.11,201.00
94694,4096,12.35,370.35,17.84,204.00
94719,4096,12.35,370.78,17.11,195.00
94744,4096,12.35,371.23,17.84,189.00
94769,4096,12.35,371.66,17.11,208.00
94794,4096,12.35,372.08,17.11,209.00
94819,4096,12.35,372.53,17.84,211.00
94844,4096,12.35,372.96,17.11,182.00
94869,4096,12.35,373.40,17.90,199.00
94894,4096,12.35,373.83,17.11,210.00
94919,4096,12.35,374.26,17.11,202.00
94944,4096,12.35,374.71,17.84,201.00
94969,4096,12.35,375.13,17.11,198.00
94994,4096,12.35,375.58,17.84,218.00
95019,4096,12.35,376.01,17.11,202.00
95044,4096,12.35,376.44,17.11,198.00
95069,4096,12.35,376.88,17.84,197.00
95094,4096,12.35,377.31,17.11,218.00
95119,4096,12.35,377.76,17.84,204.00
95144,4096,12.35,378.18,17.17,210.00
95169,4096,12.35,378.63,17.84,205.00
95194,4096,12.35,379.06,17.11,183.00
95219,4096,12.35,379.49,17.11,203.00
95244,4096,12.35,379.93,17.84,218.00
95269,4096,12.35,380.36,17.11,193.00
95294,4096,12.35,380.81,17.84,198.00
95319,4096,12.35,381.23,17.11,201.00
95344,4096,12.35,381.66,17.11,219.00
95369,4096,12.35,382.11,17.84,195.00
95394,4096,12.35,382.54,17.11,204.00
95419,4096,12.35,382.98,17.84,186.00
95444,4096,12.35,383.41,17.11,213.00
95469,4096,12.35,383.85,17.84,209.00
95494,4096,12.35,384.28,17.17,202.00
95519,4096,12.35,384.71,17.17,201.00
95544,4096,12.35,385.16,17.84,185.00
95569,4096,12.35,385.59,17.11,197.00
95594,4096,12.35,386.03,17.84,215.00
95619,4096,12.35,386.46,17.11,205.00
95644,4096,12.35,386.89,17.17,190.00
95669,4096,12.35,387.33,17.78,195.00
95694,4096,12.35,387.76,17.11,224.00
95719,4096,12.35,388.21,17.84,205.00
95744,4096,12.35,388.64,17.11,206.00
95769,4096,12.35,389.06,17.11,182.00
95794,4096,12.35,389.51,17.84,209.00
95819,4096,12.35,389.94,17.11,188.00
95844,4096,12.35,390.38,17.84,209.00
95869,4096,12.35,390.81,17.11,200.00
95894,4096,12.35,391.26,17.90,191.00
95919,4096,12.35,391.69,17.11,197.00
95944,4096,12.35,392.11,17.11,217.00
95969,4096,12.35,392.56,17.84,206.00
95994,4096,12.35,392.99,17.11,197.00
96019,4096,12.35,393.43,17.84,195.00
96044,4096,12.35,393.86,17.11,206.00
96069,4096,12.35,394.29,17.11,196.00
96094,4096,12.35,394.74,17.90,202.00
96119,4096,12.35,395.16,17.11,191.00
96144,4096,12.35,395.61,17.84,208.00
96169,4096,12.35,396.04,17.11,197.00
96194,4096,12.35,396.48,17.84,208.00
96219,4096,12.35,396.91,17.17,205.00
96244,4096,12.35,397.34,17.17,184.00
96269,4096,12.35,397.79,17.84,201.00
96294,4096,12.35,398.22,17.11,214.00
96319,4096,12.35,398.66,17.84,199.00
96344,4096,12.35,399.09,17.17,187.00
96369,4096,12.35,399.52,17.11,200.00
96394,4096,12.35,399.96,17.78,217.00
96419,4096,12.35,400.39,17.17,200.00
96444,4096,12.35,400.84,17.84,203.00
96469,4096,12.35,401.27,17.11,189.00
96494,4096,12.35,401.71,17.84,217.00
96519,4096,12.35,402.14,17.11,194.00
96544,4096,12.35,402.57,17.11,200.00
96569,4096,12.35,403.01,17.84,201.00
96594,4096,12.35,403.44,17.11,186.00
96619,4096,12.35,403.89,17.84,201.00
96644,4096,12.35,404.32,17.17,208.00
96669,4096,12.35,404.75,17.11,203.00
96694,4096,12.35,405.19,17.84,189.00
96719,4096,12.35,405.62,17.11,199.00
96744,4096,12.35,406.06,17.84,218.00
96769,4096,12.35,406.49,17.11,200.00
96794,4096,12.35,406.92,17.11,196.00
96819,4096,12.35,407.37,17.84,194.00
96844,4096,12.35,407.80,17.17,220.00
96869,4096,12.35,408.24,17.78,192.00
96894,4096,12.35,408.67,17.17,207.00
96919,4096,12.35,409.12,17.84,186.00
96944,4096,12.35,409.54,17.17,186.00
96969,4096,12.35,409.97,17.11,206.00
96994,4096,12.35,410.42,17.84,195.00
97019,4096,12.35,410.85,17.17,201.00
97044,4096,12.35,411.29,17.84,186.00
97069,4096,12.35,411.72,17.11,202.00
97094,4096,12.35,412.15,17.11,215.00
97119,4096,12.35,412.59,17.78,206.00
97144,4096,12.35,413.02,17.11,207.00
97169,4096,12.35,413.47,17.84,193.00
97194,4096,12.35,413.90,17.17,218.00
97219,4096,12.35,414.34,17.84,198.00
97244,4096,12.35,414.77,17.11,205.00
97269,4096,12.35,415.20,17.11,193.00
97294,4096,12.35,415.65,17.90,215.00
97319,4096,12.35,416.07,17.11,191.00
97344,4096,12.35,416.52,17.90,194.00
97369,4096,12.35,416.95,17.11,210.00
97394,4096,12.35,417.38,17.17,180.00
97419,4096,12.35,417.82,17.78,202.00
97444,4096,12.35,418.25,17.11,205.00
97469,4096,12.35,418.70,17.84,197.00
97494,4096,12.35,419.12,17.11,191.00
97519,4096,12.35,419.55,17.11,195.00
97544,4096,12.35,420.00,17.84,217.00
97569,4096,12.35,420.43,17.11,205.00
97594,4096,12.35,420.87,17.84,190.00
97619,4096,12.35,421.30,17.17,192.00
97644,4096,12.35,421.74,17.78,212.00
97669,4096,12.35,422.17,17.17,193.00
97694,4096,12.35,422.60,17.11,212.00
97719,4096,12.35,423.05,17.90,195.00
97744,4096,12.35,423.48,17.11,171.00
97769,4096,12.35,423.92,17.84,210.00
97794,4096,12.35,424.35,17.11,219.00
97819,4096,12.35,424.78,17.11,204.00
97844,4096,12.35,425.22,17.84,204.00
97869,4096,12.35,425.65,17.11,204.00
97894,4096,12.35,426.10,17.90,209.00
97919,4096,12.35,426.53,17.11,209.00
97944,4096,12.35,426.97,17.84,197.00
97969,4096,12.35,427.40,17.17,193.00
97994,4096,12.35,427.83,17.11,201.00
98019,4096,12.35,428.28,17.90,199.00
98044,4096,12.35,428.71,17.11,192.00
98069,4096,12.35,429.15,17.90,203.00
98094,4096,12.35,429.58,17.11,189.00
98119,4096,12.35,430.01,17.17,212.00
98144,4096,12.35,430.46,17.84,204.00
98169,4096,12.35,430.88,17.11,209.00
98194,4096,12.35,431.33,17.84,190.00
98219,4096,12.35,431.76,17.11,211.00
98244,4096,12.35,432.19,17.17,207.00
98269,4096,12.35,432.63,17.84,206.00
98294,4096,12.35,433.06,17.17,182.00
98319,4096,12.35,433.51,17.84,200.00
98344,4096,12.35,433.94,17.11,188.00
98369,4096,12.35,434.38,17.84,205.00
98394,4096,12.35,434.81,17.17,180.00
98419,4096,12.35,435.24,17.17,204.00
98444,4096,12.35,435.69,17.84,201.00
98469,4096,12.35,436.11,17.11,204.00
98494,4096,12.35,436.56,17.84,202.00
98519,4096,12.35,436.99,17.11,193.00
98544,4096,12.35,437.41,17.11,189.00
98569,4096,12.35,437.86,17.84,219.00
98594,4096,12.35,438.29,17.11,216.00
98619,4096,12.35,438.73,17.84,202.00
98644,4096,12.35,439.16,17.17,195.00
98669,4096,12.35,439.61,17.84,216.00
98694,4096,12.35,440.04,17.11,196.00
98719,4096,12.35,440.47,17.17,205.00
98744,4096,12.35,440.91,17.84,193.00
98769,4096,12.35,441.34,17.11,212.00
98794,4096,12.35,441.79,17.90,195.00
98819,4096,12.35,442.22,17.11,211.00
98844,4096,12.35,442.64,17.11,212.00
98869,4096,12.35,443.09,17.84,203.00
98894,4096,12.35,443.52,17.11,200.00
98919,4096,12.35,443.96,17.84,211.00
98944,4096,12.35,444.39,17.11,208.00
98969,4096,12.35,444.82,17.11,207.00
98994,4096,12.35,445.27,17.90,189.00
99019,4096,12.35,445.69,17.11,215.00
99044,4096,12.35,446.14,17.84,209.00
99069,4096,12.35,446.57,17.11,204.00
99094,4096,12.35,447.02,17.90,174.00
99119,4096,12.35,447.44,17.11,207.00
99144,4096,12.35,447.87,17.17,207.00
99169,4096,12.35,448.32,17.84,205.00
99194,4096,12.35,448.75,17.11,199.00
99219,4096,12.35,449.19,17.90,199.00
99244,4096,12.35,449.62,17.11,203.00
99269,4096,12.35,450.05,17.11,213.00
99294,4096,12.35,450.49,17.84,199.00
99319,4096,12.35,450.92,17.11,196.00
99344,4096,12.35,451.37,17.90,198.00
99369,4096,12.35,451.80,17.11,192.00
99394,4096,12.35,452.24,17.84,198.00
99419,4096,12.35,452.67,17.11,195.00
99444,4096,12.35,453.10,17.17,195.00
99469,4096,12.35,453.55,17.84,206.00
99494,4096,12.35,453.98,17.17,200.00
99519,4096,12.35,454.42,17.90,197.00
99544,4096,12.35,454.85,17.11,188.00
99569,4096,12.35,455.28,17.17,220.00
99594,4096,12.35,455.73,17.84,202.00
99619,4096,12.35,456.15,17.11,206.00
99644,4096,12.35,456.60,17.84,185.00
99669,4096,12.35,457.03,17.11,211.00
99694,4096,12.35,457.47,17.90,193.00
99719,4096,12.35,457.90,17.17,190.00
99744,4096,12.35,458.33,17.11,193.00
99769,4096,12.35,458.78,17.84,206.00
99794,4096,12.35,459.21,17.17,191.00
99819,0,12.35,459.65,17.90,204.00
99844,0,12.35,460.01,14.36,10.00
99869,0,12.35,460.25,9.42,10.00
99894,0,12.35,460.40,5.89,11.00
99919,0,12.35,460.47,3.09,10.00
99944,0,12.35,460.52,1.68,10.00
99969,0,12.35,460.53,0.73,10.00
99994,0,12.35,460.54,0.28,9.00
100019,0,12.35,460.54,0.00,9.00
100044,0,12.35,460.54,-0.06,10.00
100069,0,12.35,460.54,0.00,10.00
100094,0,12.35,460.54,0.00,10.00
100119,0,12.35,460.54,0.00,10.00
100144,0,12.35,460.54,0.00,10.00
100169,0,12.35,460.54,0.00,9.00
100194,0,12.35,460.54,0.00,10.00
100219,0,12.35,460.54,0.00,10.00
100244,0,12.35,460.54,0.00,10.00
100269,0,12.35,460.54,0.00,9.00
100294,0,12.35,460.54,0.00,10.00
100319,0,12.35,460.54,0.00,10.00
100344,0,12.35,460.54,0.00,10.00
100369,0,12.35,460.54,0.00,10.00
100394,0,12.35,460.54,0.00,10.00
100419,0,12.35,460.54,0.00,10.00
100444,0,12.35,460.54,0.00,11.00
100469,0,12.35,460.54,0.00,9.00
100494,0,12.35,460.54,0.00,9.00
100519,0,12.35,460.54,0.00,9.00
100544,0,12.35,460.54,0.00,10.00
100569,0,12.35,460.54,0.00,10.00
100594,0,12.35,460.54,0.00,10.00
100619,0,12.35,460.54,0.00,10.00
100644,0,12.35,460.54,0.00,10.00
100669,0,12.35,460.54,0.00,9.00
100694,0,12.35,460.54,0.00,9.00
100719,0,12.35,460.54,0.00,9.00
100744,0,12.35,460.54,0.00,10.00
100769,0,12.35,460.54,0.00,10.00
100794,0,12.35,460.54,0.00,9.00
100819,0,12.35,460.54,0.00,10.00
100844,0,12.35,460.54,0.00,10.00
100869,0,12.35,460.54,0.00,10.00
100894,0,12.35,460.54,0.00,9.00
100919,0,12.35,460.54,0.00,10.00
100944,0,12.35,460.54,0.00,10.00
100969,0,12.35,460.54,0.00,9.00
100994,0,12.35,460.54,0.00,10.00
101019,0,12.35,460.54,0.00,9.00
101044,0,12.35,460.54,0.00,9.00
101069,0,12.35,460.54,0.00,9.00
101094,0,12.35,460.54,0.00,9.00
101119,0,12.35,460.54,0.00,9.00
101144,0,12.35,460.54,0.00,10.00
101169,0,12.35,460.54,0.00,10.00
101194,0,12.35,460.54,0.00,9.00
101219,0,12.35,460.54,0.00,9.00
101244,0,12.35,460.54,0.00,10.00
101269,0,12.35,460.54,0.00,10.00
101294,0,12.35,460.54,0.00,10.00
101319,0,12.35,460.54,0.00,10.00
101344,0,12.35,460.54,0.00,9.00
101369,0,12.35,460.54,0.00,9.00
101394,0,12.35,460.54,0.00,9.00
101419,0,12.35,460.54,0.00,9.00
101444,0,12.35,460.54,0.00,9.00
101469,0,12.35,460.54,0.00,9.00
101494,0,12.35,460.54,0.00,9.00
101519,0,12.35,460.54,0.00,9.00
101544,0,12.35,460.54,0.00,9.00
101569,0,12.35,460.54,0.00,9.00
101594,0,12.35,460.54,0.00,10.00
101619,0,12.35,460.54,0.00,10.00
101644,0,12.35,460.54,0.00,9.00
101669,0,12.35,460.54,0.00,10.00
101694,0,12.35,460.54,0.00,9.00
101719,0,12.35,460.54,0.00,8.00
101744,0,12.35,460.54,0.00,10.00
101769,0,12.35,460.54,0.00,9.00
101794,0,12.35,460.54,0.00,9.00
101819,0,12.35,460.54,0.00,9.00
101844,0,12.35,460.54,0.00,10.00
101869,0,12.35,460.54,0.00,10.00
101894,0,12.35,460.54,0.00,10.00
101919,0,12.35,460.54,0.00,9.00
101944,0,12.35,460.54,0.00,10.00
101969,0,12.35,460.54,0.00,9.00
101994,0,12.35,460.54,0.00,10.00
102019,0,12.35,460.54,0.00,9.00
102044,0,12.35,460.54,0.00,10.00
102069,0,12.35,460.54,0.00,10.00
102094,0,12.35,460.54,0.00,9.00
102119,0,12.35,460.54,0.00,10.00
102144,0,12.35,460.54,0.00,10.00
102169,0,12.35,460.54,0.00,10.00
102194,0,12.35,460.54,0.00,10.00
102219,0,12.35,460.54,0.00,10.00
102244,0,12.35,460.54,0.00,9.00
102269,0,12.35,460.54,0.00,9.00
102294,0,12.35,460.54,0.00,10.00
102319,0,12.35,460.54,0.00,10.00
102344,0,12.35,460.54,0.00,10.00
102369,0,12.35,460.54,0.00,9.00
102394,0,12.35,460.54,0.00,9.00
102419,0,12.35,460.54,0.00,9.00
102444,0,12.35,460.54,0.00,9.00
102469,0,12.35,460.54,0.00,9.00
102494,0,12.35,460.54,0.00,9.00
102519,0,12.35,460.54,0.00,9.00
102544,0,12.35,460.54,0.00,10.00
102569,0,12.35,460.54,0.00,10.00
102594,0,12.35,460.54,0.00,10.00
102619,0,12.35,460.54,0.00,9.00
102644,0,12.35,460.54,0.00,10.00
102669,0,12.35,460.54,0.00,10.00
102694,0,12.35,460.54,0.00,9.00
102719,0,12.35,460.54,0.00,9.00
102744,0,12.35,460.54,0.00,9.00
102769,0,12.35,460.54,0.00,10.00
102794,0,12.35,460.54,0.00,9.00
102819,0,12.35,460.54,0.00,9.00
102844,0,12.35,460.54,0.00,10.00
102869,0,12.35,460.54,0.00,10.00
102894,0,12.35,460.54,0.00,9.00
102919,0,12.35,460.54,0.00,10.00
102944,0,12.35,460.54,0.00,9.00
102969,0,12.35,460.54,0.00,9.00
102994,0,12.35,460.54,0.00,9.00
103019,0,12.35,460.54,0.00,10.00
103044,0,12.35,460.54,0.00,9.00
103069,0,12.35,460.54,0.00,9.00
103094,0,12.35,460.54,0.00,9.00
103119,0,12.35,460.54,0.00,9.00
103144,0,12.35,460.54,0.00,10.00
103169,0,12.35,460.54,0.00,10.00
103194,0,12.35,460.54,0.00,10.00
103219,0,12.35,460.54,0.00,9.00
103244,0,12.35,460.54,0.00,10.00
103269,0,12.35,460.54,0.00,9.00
