á⸮⸮⸮timestamp,U,max_voltage_V,current_mA,pos_rad,vel_rads
27369,0,12.35,10.00,11.25,0.00
27394,0,12.35,9.00,11.25,0.00
27419,0,12.35,9.00,11.25,0.00
27444,0,12.35,9.00,11.25,0.00
27469,0,12.35,9.00,11.25,0.00
27494,0,12.35,10.00,11.25,0.00
27519,0,12.35,9.00,11.25,0.00
27544,0,12.35,9.00,11.25,0.00
27569,0,12.35,10.00,11.25,0.00
27594,0,12.35,10.00,11.25,0.00
27619,0,12.35,10.00,11.25,0.00
27644,0,12.35,9.00,11.25,0.00
27669,0,12.35,9.00,11.25,0.00
27694,0,12.35,9.00,11.25,0.00
27719,0,12.35,10.00,11.25,0.00
27744,0,12.35,9.00,11.25,0.00
27769,0,12.35,9.00,11.25,0.00
27794,0,12.35,9.00,11.25,0.00
27819,1024,12.35,32.00,11.25,0.00
27844,1024,12.35,252.00,11.27,0.84
27869,1024,12.35,193.00,11.33,2.30
27894,1024,12.35,135.00,11.40,2.97
27919,1024,12.35,95.00,11.49,3.53
27944,1024,12.35,80.00,11.58,3.65
27969,1024,12.35,70.00,11.68,3.93
27994,1024,12.35,67.00,11.78,3.87
28019,1024,12.35,75.00,11.88,3.93
28044,1024,12.35,67.00,11.98,4.10
28069,1024,12.35,58.00,12.08,3.93
28094,1024,12.35,60.00,12.18,4.15
28119,1024,12.35,69.00,12.28,3.98
28144,1024,12.35,67.00,12.38,3.93
28169,1024,12.35,63.00,12.48,4.15
28194,1024,12.35,67.00,12.58,3.98
28219,1024,12.35,58.00,12.69,4.15
28244,1024,12.35,60.00,12.79,3.98
28269,1024,12.35,66.00,12.89,4.15
28294,1024,12.35,68.00,12.99,3.98
28319,1024,12.35,66.00,13.09,3.98
28344,1024,12.35,65.00,13.19,4.15
28369,1024,12.35,57.00,13.29,3.98
28394,1024,12.35,60.00,13.40,4.15
28419,1024,12.35,65.00,13.49,3.98
28444,1024,12.35,64.00,13.59,3.98
28469,1024,12.35,55.00,13.70,4.15
28494,1024,12.35,67.00,13.80,3.98
28519,1024,12.35,62.00,13.90,4.15
28544,1024,12.35,61.00,14.00,3.98
28569,1024,12.35,67.00,14.10,3.98
28594,1024,12.35,65.00,14.20,4.15
28619,1024,12.35,58.00,14.30,3.98
28644,1024,12.35,68.00,14.41,4.15
28669,1024,12.35,62.00,14.51,3.98
28694,1024,12.35,66.00,14.61,4.15
28719,1024,12.35,66.00,14.71,3.98
28744,1024,12.35,62.00,14.81,3.98
28769,1024,12.35,57.00,14.91,4.15
28794,1024,12.35,64.00,15.01,3.98
28819,1024,12.35,67.00,15.12,4.15
28844,1024,12.35,64.00,15.22,3.98
28869,1024,12.35,60.00,15.32,3.98
28894,1024,12.35,73.00,15.42,4.10
28919,1024,12.35,60.00,15.52,4.04
28944,1024,12.35,61.00,15.62,4.10
28969,1024,12.35,70.00,15.72,3.98
28994,1024,12.35,63.00,15.83,4.15
29019,1024,12.35,60.00,15.93,3.98
29044,1024,12.35,73.00,16.02,3.98
29069,1024,12.35,58.00,16.13,4.15
29094,1024,12.35,66.00,16.23,3.98
29119,1024,12.35,66.00,16.33,4.15
29144,1024,12.35,62.00,16.43,3.93
29169,1024,12.35,57.00,16.53,3.98
29194,1024,12.35,64.00,16.63,4.15
29219,1024,12.35,68.00,16.73,3.98
29244,1024,12.35,62.00,16.84,4.15
29269,1024,12.35,58.00,16.94,3.98
29294,1024,12.35,61.00,17.04,4.15
29319,1024,12.35,61.00,17.14,3.98
29344,1024,12.35,59.00,17.24,3.98
29369,1024,12.35,71.00,17.34,4.15
29394,1024,12.35,61.00,17.44,3.98
29419,1024,12.35,60.00,17.55,4.15
29444,1024,12.35,71.00,17.65,3.98
29469,1024,12.35,68.00,17.75,3.98
29494,1024,12.35,62.00,17.85,4.15
29519,1024,12.35,64.00,17.95,3.98
29544,1024,12.35,56.00,18.05,4.10
29569,1024,12.35,60.00,18.15,3.98
29594,1024,12.35,61.00,18.25,3.98
29619,1024,12.35,72.00,18.35,4.15
29644,1024,12.35,60.00,18.45,3.98
29669,1024,12.35,65.00,18.56,4.15
29694,1024,12.35,63.00,18.66,3.98
29719,1024,12.35,57.00,18.76,4.15
29744,1024,12.35,63.00,18.86,3.98
29769,1024,12.35,66.00,18.96,3.98
29794,1024,12.35,62.00,19.06,4.15
29819,1024,12.35,56.00,19.16,3.98
29844,1024,12.35,74.00,19.27,4.15
29869,1024,12.35,56.00,19.37,3.98
29894,1024,12.35,66.00,19.47,3.98
29919,1024,12.35,68.00,19.57,4.15
29944,1024,12.35,55.00,19.67,4.04
29969,1024,12.35,60.00,19.78,4.15
29994,1024,12.35,64.00,19.87,3.98
30019,1024,12.35,59.00,19.98,4.15
30044,1024,12.35,65.00,20.08,3.98
30069,1024,12.35,66.00,20.18,3.98
30094,1024,12.35,56.00,20.28,4.15
30119,1024,12.35,61.00,20.38,3.98
30144,1024,12.35,65.00,20.48,4.15
30169,1024,12.35,65.00,20.59,4.04
30194,1024,12.35,62.00,20.69,3.98
30219,1024,12.35,70.00,20.79,4.10
30244,1024,12.35,59.00,20.89,4.04
30269,1024,12.35,64.00,20.99,4.10
30294,1024,12.35,62.00,21.09,4.04
30319,1024,12.35,60.00,21.19,3.98
30344,1024,12.35,62.00,21.29,4.10
30369,1024,12.35,60.00,21.39,3.98
30394,1024,12.35,64.00,21.50,4.15
30419,1024,12.35,63.00,21.60,3.98
30444,1024,12.35,65.00,21.70,4.15
30469,1024,12.35,63.00,21.80,4.04
30494,1024,12.35,57.00,21.90,3.93
30519,1024,12.35,61.00,22.01,4.21
30544,1024,12.35,67.00,22.10,3.93
30569,1024,12.35,65.00,22.21,4.15
30594,1024,12.35,61.00,22.31,3.98
30619,1024,12.35,75.00,22.41,3.98
30644,1024,12.35,55.00,22.51,4.15
30669,1024,12.35,65.00,22.61,3.98
30694,1024,12.35,67.00,22.71,4.15
30719,1024,12.35,61.00,22.81,3.98
30744,1024,12.35,66.00,22.92,4.15
30769,1024,12.35,67.00,23.02,3.98
30794,1024,12.35,64.00,23.12,3.98
30819,1024,12.35,62.00,23.22,4.15
30844,1024,12.35,65.00,23.32,3.98
30869,1024,12.35,63.00,23.42,4.15
30894,1024,12.35,62.00,23.52,3.98
30919,1024,12.35,59.00,23.62,3.98
30944,1024,12.35,70.00,23.73,4.15
30969,1024,12.35,61.00,23.83,3.98
30994,1024,12.35,65.00,23.93,4.15
31019,1024,12.35,67.00,24.03,3.98
31044,1024,12.35,65.00,24.13,3.98
31069,1024,12.35,60.00,24.23,4.15
31094,1024,12.35,64.00,24.33,3.98
31119,1024,12.35,63.00,24.44,4.15
31144,1024,12.35,65.00,24.54,3.98
31169,1024,12.35,70.00,24.64,4.15
31194,1024,12.35,57.00,24.74,3.98
31219,1024,12.35,64.00,24.84,3.98
31244,1024,12.35,63.00,24.94,4.15
31269,1024,12.35,58.00,25.04,3.98
31294,1024,12.35,61.00,25.15,4.15
31319,1024,12.35,61.00,25.24,3.98
31344,1024,12.35,70.00,25.34,3.98
31369,1024,12.35,64.00,25.45,4.15
31394,1024,12.35,65.00,25.55,3.98
31419,1024,12.35,61.00,25.65,4.15
31444,1024,12.35,64.00,25.75,3.98
31469,1024,12.35,61.00,25.86,4.15
31494,1024,12.35,69.00,25.95,3.98
31519,1024,12.35,64.00,26.05,3.98
31544,1024,12.35,66.00,26.16,4.15
31569,1024,12.35,61.00,26.26,4.04
31594,1024,12.35,62.00,26.36,4.15
31619,1024,12.35,66.00,26.46,3.98
31644,1024,12.35,66.00,26.56,3.98
31669,1024,12.35,59.00,26.67,4.15
31694,1024,12.35,61.00,26.77,3.98
31719,1024,12.35,68.00,26.87,4.15
31744,1024,12.35,61.00,26.97,3.98
31769,1024,12.35,63.00,27.07,3.98
31794,1024,12.35,74.00,27.17,4.15
31819,1024,12.35,58.00,27.27,3.98
31844,1024,12.35,57.00,27.38,4.15
31869,1024,12.35,69.00,27.47,3.98
31894,1024,12.35,61.00,27.58,4.15
31919,1024,12.35,64.00,27.68,3.98
31944,1024,12.35,68.00,27.78,3.98
31969,1024,12.35,64.00,27.88,4.15
31994,1024,12.35,59.00,27.98,3.98
32019,1024,12.35,64.00,28.09,4.21
32044,1024,12.35,64.00,28.19,3.98
32069,1024,12.35,57.00,28.29,3.98
32094,1024,12.35,63.00,28.39,4.15
32119,1024,12.35,65.00,28.49,3.98
32144,1024,12.35,63.00,28.59,4.15
32169,1024,12.35,59.00,28.69,3.98
32194,1024,12.35,63.00,28.80,4.15
32219,1024,12.35,60.00,28.90,3.98
32244,1024,12.35,59.00,29.00,3.98
32269,1024,12.35,70.00,29.10,4.15
32294,1024,12.35,61.00,29.20,3.98
32319,1024,12.35,62.00,29.30,4.15
32344,1024,12.35,75.00,29.40,3.98
32369,1024,12.35,64.00,29.50,3.98
32394,1024,12.35,62.00,29.61,4.15
32419,1024,12.35,65.00,29.70,3.98
32444,1024,12.35,59.00,29.81,4.15
32469,1024,12.35,57.00,29.91,3.98
32494,1024,12.35,65.00,30.01,4.15
32519,1024,12.35,63.00,30.11,3.98
32544,1024,12.35,62.00,30.21,3.98
32569,1024,12.35,64.00,30.31,4.15
32594,1024,12.35,61.00,30.41,3.98
32619,1024,12.35,57.00,30.52,4.15
32644,1024,12.35,64.00,30.62,3.98
32669,1024,12.35,65.00,30.72,3.98
32694,1024,12.35,64.00,30.82,4.15
32719,1024,12.35,58.00,30.92,3.98
32744,1024,12.35,70.00,31.02,4.15
32769,1024,12.35,60.00,31.13,4.04
32794,1024,12.35,66.00,31.23,3.98
32819,1024,12.35,66.00,31.33,4.15
32844,1024,12.35,56.00,31.43,3.98
32869,1024,12.35,61.00,31.53,4.15
32894,1024,12.35,66.00,31.63,3.98
32919,1024,12.35,64.00,31.74,4.15
32944,1024,12.35,57.00,31.84,3.98
32969,1024,12.35,67.00,31.93,3.98
32994,1024,12.35,56.00,32.04,4.15
33019,1024,12.35,62.00,32.14,3.98
33044,1024,12.35,66.00,32.24,4.15
33069,1024,12.35,63.00,32.34,4.04
33094,1024,12.35,59.00,32.44,3.98
33119,1024,12.35,70.00,32.55,4.15
33144,1024,12.35,69.00,32.65,3.98
33169,1024,12.35,60.00,32.75,4.15
33194,1024,12.35,64.00,32.85,3.98
33219,1024,12.35,60.00,32.95,4.21
33244,1024,12.35,56.00,33.05,3.98
33269,1024,12.35,65.00,33.15,3.98
33294,1024,12.35,64.00,33.26,4.15
33319,1024,12.35,59.00,33.36,3.98
33344,1024,12.35,66.00,33.46,4.15
33369,1024,12.35,60.00,33.56,3.98
33394,1024,12.35,57.00,33.66,3.98
33419,1024,12.35,66.00,33.76,4.15
33444,1024,12.35,65.00,33.86,3.98
33469,1024,12.35,62.00,33.97,4.15
33494,1024,12.35,55.00,34.07,3.98
33519,1024,12.35,74.00,34.17,3.98
33544,1024,12.35,63.00,34.27,4.15
33569,1024,12.35,67.00,34.37,3.98
33594,1024,12.35,67.00,34.47,4.21
33619,1024,12.35,57.00,34.57,3.98
33644,1024,12.35,61.00,34.68,4.15
33669,1024,12.35,68.00,34.78,3.98
33694,1024,12.35,64.00,34.88,3.98
33719,1024,12.35,67.00,34.98,4.15
33744,1024,12.35,67.00,35.08,3.98
33769,1024,12.35,59.00,35.18,4.15
33794,1024,12.35,62.00,35.28,3.98
33819,0,12.35,68.00,35.38,3.98
33844,0,12.35,10.00,35.46,3.09
33869,0,12.35,9.00,35.50,1.51
33894,0,12.35,9.00,35.52,0.79
33919,0,12.35,9.00,35.53,0.28
33944,0,12.35,9.00,35.53,0.06
33969,0,12.35,10.00,35.53,0.00
33994,0,12.35,10.00,35.53,0.00
34019,0,12.35,10.00,35.53,0.00
34044,0,12.35,10.00,35.53,0.00
34069,0,12.35,9.00,35.53,0.00
34094,0,12.35,10.00,35.53,0.00
34119,0,12.35,10.00,35.53,0.00
34144,0,12.35,9.00,35.53,0.00
34169,0,12.35,10.00,35.53,0.00
34194,0,12.35,9.00,35.53,0.00
34219,0,12.35,9.00,35.53,0.00
34244,0,12.35,10.00,35.53,0.00
34269,0,12.35,9.00,35.53,0.00
34294,0,12.35,9.00,35.53,0.00
34319,0,12.35,10.00,35.53,0.00
34344,0,12.35,10.00,35.53,0.00
34369,0,12.35,9.00,35.53,0.00
34394,0,12.35,9.00,35.53,0.00
34419,0,12.35,9.00,35.53,0.00
34444,0,12.35,10.00,35.53,0.00
34469,0,12.35,9.00,35.53,0.00
34494,0,12.35,9.00,35.53,0.00
34519,0,12.35,10.00,35.53,0.00
34544,0,12.35,10.00,35.53,0.00
34569,0,12.35,10.00,35.53,0.00
34594,0,12.35,9.00,35.53,0.00
34619,0,12.35,9.00,35.53,0.00
34644,0,12.35,9.00,35.53,0.00
34669,0,12.35,9.00,35.53,0.00
34694,0,12.35,9.00,35.53,0.00
34719,0,12.35,9.00,35.53,0.00
34744,0,12.35,9.00,35.53,0.00
34769,0,12.35,10.00,35.53,0.00
34794,0,12.35,9.00,35.53,0.00
34819,0,12.35,9.00,35.53,0.00
34844,0,12.35,10.00,35.53,0.00
34869,0,12.35,9.00,35.53,0.00
34894,0,12.35,9.00,35.53,0.00
34919,0,12.35,10.00,35.53,0.00
34944,0,12.35,9.00,35.53,0.00
34969,0,12.35,10.00,35.53,0.00
34994,0,12.35,10.00,35.53,0.00
35019,0,12.35,10.00,35.53,0.00
35044,0,12.35,9.00,35.53,0.00
35069,0,12.35,10.00,35.53,0.00
35094,0,12.35,10.00,35.53,0.00
35119,0,12.35,9.00,35.53,0.00
35144,0,12.35,10.00,35.53,0.00
35169,0,12.35,9.00,35.53,0.00
35194,0,12.35,9.00,35.53,0.00
35219,0,12.35,9.00,35.53,0.00
35244,0,12.35,9.00,35.53,0.00
35269,0,12.35,9.00,35.53,0.00
35294,0,12.35,9.00,35.53,0.00
35319,0,12.35,9.00,35.53,0.00
35344,0,12.35,8.00,35.53,0.00
35369,0,12.35,10.00,35.53,0.00
35394,0,12.35,10.00,35.53,0.00
35419,0,12.35,9.00,35.53,0.00
35444,0,12.35,10.00,35.53,0.00
35469,0,12.35,9.00,35.53,0.00
35494,0,12.35,9.00,35.53,0.00
35519,0,12.35,10.00,35.53,0.00
35544,0,12.35,9.00,35.53,0.00
35569,0,12.35,9.00,35.53,0.00
35594,0,12.35,9.00,35.53,0.00
35619,0,12.35,9.00,35.53,0.00
35644,0,12.35,9.00,35.53,0.00
35669,0,12.35,9.00,35.53,0.00
35694,0,12.35,10.00,35.53,0.00
35719,0,12.35,10.00,35.53,0.00
35744,0,12.35,10.00,35.53,0.00
35769,0,12.35,9.00,35.53,0.00
35794,0,12.35,9.00,35.53,0.00
35819,0,12.35,7.00,35.53,0.00
35844,0,12.35,8.00,35.53,0.00
35869,0,12.35,10.00,35.53,0.00
35894,0,12.35,9.00,35.53,0.00
35919,0,12.35,9.00,35.53,0.00
35944,0,12.35,10.00,35.53,0.00
35969,0,12.35,9.00,35.53,0.00
35994,0,12.35,10.00,35.53,0.00
36019,0,12.35,10.00,35.53,0.00
36044,0,12.35,10.00,35.53,0.00
36069,0,12.35,10.00,35.53,0.00
36094,0,12.35,9.00,35.53,0.00
36119,0,12.35,9.00,35.53,0.00
36144,0,12.35,9.00,35.53,0.00
36169,0,12.35,9.00,35.53,0.00
36194,0,12.35,9.00,35.53,0.00
36219,0,12.35,9.00,35.53,0.00
36244,0,12.35,10.00,35.53,0.00
36269,0,12.35,10.00,35.53,0.00
36294,0,12.35,9.00,35.53,0.00
36319,0,12.35,10.00,35.53,0.00
36344,0,12.35,10.00,35.53,0.00
36369,0,12.35,10.00,35.53,0.00
36394,0,12.35,8.00,35.53,0.00
36419,0,12.35,9.00,35.53,0.00
36444,0,12.35,10.00,35.53,0.00
36469,0,12.35,9.00,35.53,0.00
36494,0,12.35,9.00,35.53,0.00
36519,0,12.35,8.00,35.53,0.00
36544,0,12.35,9.00,35.53,0.00
36569,0,12.35,8.00,35.53,0.00
36594,0,12.35,10.00,35.53,0.00
36619,0,12.35,10.00,35.53,0.00
36644,0,12.35,9.00,35.53,0.00
36669,0,12.35,9.00,35.53,0.00
36694,0,12.35,9.00,35.53,0.00
36719,0,12.35,9.00,35.53,0.00
36744,0,12.35,10.00,35.53,0.00
36769,0,12.35,9.00,35.53,0.00
36794,0,12.35,8.00,35.53,0.00
36819,0,12.35,10.00,35.53,0.00
36844,0,12.35,9.00,35.53,0.00
36869,0,12.35,10.00,35.53,0.00
36894,0,12.35,9.00,35.53,0.00
36919,0,12.35,9.00,35.53,0.00
36944,0,12.35,9.00,35.53,0.00
36969,0,12.35,9.00,35.53,0.00
36994,0,12.35,9.00,35.53,0.00
37019,0,12.35,9.00,35.53,0.00
37044,0,12.35,9.00,35.53,0.00
37069,0,12.35,10.00,35.53,0.00
37094,0,12.35,9.00,35.53,0.00
37119,0,12.35,9.00,35.53,0.00
37144,0,12.35,10.00,35.53,0.00
37169,0,12.35,10.00,35.53,0.00
37194,0,12.35,10.00,35.53,0.00
37219,0,12.35,10.00,35.53,0.00
37244,0,12.35,9.00,35.53,0.00
37269,0,12.35,10.00,35.53,0.00
37294,0,12.35,9.00,35.53,0.00
37319,0,12.35,9.00,35.53,0.00
37344,0,12.35,9.00,35.53,0.00
37369,0,12.35,9.00,35.53,0.00
37394,0,12.35,10.00,35.53,0.00
37419,0,12.35,10.00,35.53,0.00
37444,0,12.35,9.00,35.53,0.00
37469,0,12.35,10.00,35.53,0.00
37494,0,12.35,10.00,35.53,0.00
37519,0,12.35,10.00,35.53,0.00
37544,0,12.35,10.00,35.53,0.00
37569,0,12.35,10.00,35.53,0.00
37594,0,12.35,10.00,35.53,0.00
37619,0,12.35,9.00,35.53,0.00
37644,0,12.35,9.00,35.53,0.00
37669,0,12.35,9.00,35.53,0.00
37694,0,12.35,10.00,35.53,0.00
37719,0,12.35,10.00,35.53,0.00
37744,0,12.35,9.00,35.53,0.00
37769,0,12.35,11.00,35.53,0.00
37794,0,12.35,10.00,35.53,0.00
37819,0,12.35,9.00,35.53,0.00
37844,0,12.35,9.00,35.53,0.00
37869,0,12.35,9.00,35.53,0.00
37894,0,12.35,9.00,35.53,0.00
37919,0,12.35,9.00,35.53,0.00
37944,0,12.35,10.00,35.53,0.00
37969,0,12.35,8.00,35.53,0.00
37994,0,12.35,10.00,35.53,0.00
38019,0,12.35,9.00,35.53,0.00
38044,0,12.35,10.00,35.53,0.00
38069,0,12.35,10.00,35.53,0.00
38094,0,12.35,10.00,35.53,0.00
38119,0,12.35,10.00,35.53,0.00
38144,0,12.35,9.00,35.53,0.00
38169,0,12.35,10.00,35.53,0.00
38194,0,12.35,10.00,35.53,0.00
38219,0,12.35,10.00,35.53,0.00
38244,0,12.35,9.00,35.53,0.00
38269,0,12.35,10.00,35.53,0.00
38294,0,12.35,9.00,35.53,0.00
38319,0,12.35,9.00,35.53,0.00
38344,0,12.35,9.00,35.53,0.00
38369,0,12.35,10.00,35.53,0.00
38394,0,12.35,9.00,35.53,0.00
38419,0,12.35,9.00,35.53,0.00
38444,0,12.35,9.00,35.53,0.00
38469,0,12.35,10.00,35.53,0.00
38494,0,12.35,9.00,35.53,0.00
38519,0,12.35,10.00,35.53,0.00
38544,0,12.35,10.00,35.53,0.00
38569,0,12.35,10.00,35.53,0.00
38594,0,12.35,9.00,35.53,0.00
38619,0,12.35,9.00,35.53,0.00
38644,0,12.35,9.00,35.53,0.00
38669,0,12.35,9.00,35.53,0.00
38694,0,12.35,10.00,35.53,0.00
38719,0,12.35,9.00,35.53,0.00
38744,0,12.35,9.00,35.53,0.00
38769,0,12.35,9.00,35.53,0.00
38794,0,12.35,10.00,35.53,0.00
38819,1536,12.35,9.00,35.53,0.00
38844,1536,12.35,557.00,35.56,1.40
38869,1536,12.35,338.00,35.65,3.37
38894,1536,12.35,222.00,35.76,4.71
38919,1536,12.35,191.00,35.89,5.16
38944,1536,12.35,155.00,36.03,5.55
38969,1536,12.35,116.00,36.18,6.06
38994,1536,12.35,115.00,36.33,5.89
39019,1536,12.35,112.00,36.49,6.28
39044,1536,12.35,106.00,36.64,6.06
39069,1536,12.35,93.00,36.79,6.11
39094,1536,12.35,100.00,36.95,6.40
39119,1536,12.35,86.00,37.10,6.11
39144,1536,12.35,105.00,37.26,6.40
39169,1536,12.35,78.00,37.42,6.17
39194,1536,12.35,82.00,37.57,6.11
39219,1536,12.35,102.00,37.73,6.40
39244,1536,12.35,91.00,37.89,6.17
39269,1536,12.35,108.00,38.05,6.40
39294,1536,12.35,81.00,38.20,6.17
39319,1536,12.35,92.00,38.36,6.40
39344,1536,12.35,98.00,38.51,6.17
39369,1536,12.35,97.00,38.67,6.17
39394,1536,12.35,102.00,38.83,6.40
39419,1536,12.35,86.00,38.98,6.17
39444,1536,12.35,103.00,39.14,6.40
39469,1536,12.35,86.00,39.30,6.17
39494,1536,12.35,102.00,39.45,6.17
39519,1536,12.35,97.00,39.61,6.40
39544,1536,12.35,99.00,39.76,6.17
39569,1536,12.35,100.00,39.92,6.40
39594,1536,12.35,101.00,40.08,6.17
39619,1536,12.35,107.00,40.24,6.40
39644,1536,12.35,93.00,40.39,6.17
39669,1536,12.35,111.00,40.55,6.11
39694,1536,12.35,97.00,40.71,6.45
39719,1536,12.35,79.00,40.86,6.11
39744,1536,12.35,95.00,41.02,6.45
39769,1536,12.35,79.00,41.18,6.17
39794,1536,12.35,96.00,41.33,6.11
39819,1536,12.35,94.00,41.49,6.45
39844,1536,12.35,103.00,41.64,6.11
39869,1536,12.35,111.00,41.80,6.40
39894,1536,12.35,97.00,41.96,6.17
39919,1536,12.35,106.00,42.11,6.17
39944,1536,12.35,83.00,42.27,6.40
39969,1536,12.35,108.00,42.43,6.17
39994,1536,12.35,89.00,42.59,6.40
40019,1536,12.35,87.00,42.74,6.17
40044,1536,12.35,104.00,42.90,6.45
40069,1536,12.35,102.00,43.05,6.11
40094,1536,12.35,101.00,43.21,6.17
40119,1536,12.35,75.00,43.37,6.45
40144,1536,12.35,89.00,43.52,6.17
40169,1536,12.35,90.00,43.68,6.40
40194,1536,12.35,92.00,43.84,6.17
40219,1536,12.35,74.00,43.99,6.17
40244,1536,12.35,96.00,44.15,6.40
40269,1536,12.35,115.00,44.31,6.17
40294,1536,12.35,90.00,44.47,6.40
40319,1536,12.35,101.00,44.62,6.17
40344,1536,12.35,99.00,44.78,6.45
40369,1536,12.35,72.00,44.94,6.17
40394,1536,12.35,94.00,45.09,6.11
40419,1536,12.35,100.00,45.25,6.45
40444,1536,12.35,114.00,45.40,6.17
40469,1536,12.35,75.00,45.57,6.45
40494,1536,12.35,85.00,45.72,6.11
40519,1536,12.35,90.00,45.87,6.23
40544,1536,12.35,103.00,46.03,6.40
40569,1536,12.35,97.00,46.19,6.17
40594,1536,12.35,76.00,46.35,6.40
40619,1536,12.35,78.00,46.50,6.17
40644,1536,12.35,97.00,46.66,6.17
40669,1536,12.35,72.00,46.82,6.40
40694,1536,12.35,98.00,46.97,6.17
40719,1536,12.35,101.00,47.13,6.45
40744,1536,12.35,92.00,47.29,6.17
40769,1536,12.35,82.00,47.45,6.40
40794,1536,12.35,96.00,47.60,6.17
40819,1536,12.35,108.00,47.75,6.11
40844,1536,12.35,91.00,47.91,6.45
40869,1536,12.35,104.00,48.07,6.17
40894,1536,12.35,92.00,48.23,6.40
40919,1536,12.35,103.00,48.38,6.17
40944,1536,12.35,73.00,48.54,6.17
40969,1536,12.35,83.00,48.70,6.40
40994,1536,12.35,91.00,48.85,6.23
41019,1536,12.35,100.00,49.01,6.40
41044,1536,12.35,88.00,49.17,6.17
41069,1536,12.35,99.00,49.33,6.40
41094,1536,12.35,92.00,49.48,6.17
41119,1536,12.35,79.00,49.64,6.17
41144,1536,12.35,75.00,49.80,6.45
41169,1536,12.35,100.00,49.95,6.11
41194,1536,12.35,91.00,50.11,6.45
41219,1536,12.35,105.00,50.27,6.17
41244,1536,12.35,87.00,50.42,6.17
41269,1536,12.35,101.00,50.58,6.40
41294,1536,12.35,90.00,50.73,6.17
41319,1536,12.35,100.00,50.90,6.45
41344,1536,12.35,92.00,51.05,6.17
41369,1536,12.35,87.00,51.20,6.17
41394,1536,12.35,74.00,51.37,6.45
41419,1536,12.35,113.00,51.52,6.17
41444,1536,12.35,104.00,51.68,6.45
41469,1536,12.35,77.00,51.83,6.11
41494,1536,12.35,95.00,51.99,6.45
41519,1536,12.35,90.00,52.15,6.17
41544,1536,12.35,96.00,52.30,6.17
41569,1536,12.35,88.00,52.46,6.45
41594,1536,12.35,87.00,52.62,6.17
41619,1536,12.35,80.00,52.78,6.40
41644,1536,12.35,93.00,52.93,6.17
41669,1536,12.35,106.00,53.09,6.17
41694,1536,12.35,114.00,53.25,6.45
41719,1536,12.35,79.00,53.40,6.17
41744,1536,12.35,96.00,53.56,6.45
41769,1536,12.35,80.00,53.72,6.11
41794,1536,12.35,102.00,53.88,6.45
41819,1536,12.35,85.00,54.03,6.17
41844,1536,12.35,106.00,54.19,6.17
41869,1536,12.35,87.00,54.35,6.40
41894,1536,12.35,82.00,54.50,6.17
41919,1536,12.35,78.00,54.66,6.40
41944,1536,12.35,101.00,54.82,6.17
41969,1536,12.35,108.00,54.97,6.17
41994,1536,12.35,90.00,55.13,6.40
42019,1536,12.35,71.00,55.28,6.17
42044,1536,12.35,97.00,55.44,6.45
42069,1536,12.35,111.00,55.60,6.17
42094,1536,12.35,102.00,55.76,6.40
42119,1536,12.35,83.00,55.91,6.17
42144,1536,12.35,93.00,56.07,6.17
42169,1536,12.35,76.00,56.23,6.45
42194,1536,12.35,91.00,56.38,6.17
42219,1536,12.35,111.00,56.54,6.40
42244,1536,12.35,104.00,56.70,6.17
42269,1536,12.35,96.00,56.85,6.17
42294,1536,12.35,76.00,57.01,6.40
42319,1536,12.35,92.00,57.17,6.17
42344,1536,12.35,86.00,57.33,6.45
42369,1536,12.35,97.00,57.48,6.17
42394,1536,12.35,95.00,57.64,6.17
42419,1536,12.35,79.00,57.80,6.45
42444,1536,12.35,95.00,57.95,6.17
42469,1536,12.35,98.00,58.11,6.40
42494,1536,12.35,114.00,58.27,6.17
42519,1536,12.35,81.00,58.43,6.45
42544,1536,12.35,96.00,58.58,6.11
42569,1536,12.35,91.00,58.73,6.17
42594,1536,12.35,87.00,58.90,6.45
42619,1536,12.35,88.00,59.05,6.17
42644,1536,12.35,109.00,59.21,6.40
42669,1536,12.35,112.00,59.36,6.17
42694,1536,12.35,86.00,59.52,6.17
42719,1536,12.35,69.00,59.68,6.45
42744,1536,12.35,89.00,59.83,6.17
42769,1536,12.35,103.00,59.99,6.40
42794,1536,12.35,103.00,60.15,6.17
42819,1536,12.35,83.00,60.31,6.45
42844,1536,12.35,91.00,60.46,6.11
42869,1536,12.35,116.00,60.62,6.17
42894,1536,12.35,81.00,60.78,6.40
42919,1536,12.35,103.00,60.93,6.17
42944,1536,12.35,99.00,61.09,6.45
42969,1536,12.35,100.00,61.25,6.17
42994,1536,12.35,75.00,61.40,6.17
43019,1536,12.35,98.00,61.56,6.40
43044,1536,12.35,96.00,61.71,6.17
43069,1536,12.35,97.00,61.88,6.45
43094,1536,12.35,82.00,62.03,6.17
43119,1536,12.35,93.00,62.18,6.17
43144,1536,12.35,96.00,62.34,6.40
43169,1536,12.35,100.00,62.50,6.17
43194,1536,12.35,79.00,62.66,6.40
43219,1536,12.35,97.00,62.81,6.17
43244,1536,12.35,91.00,62.97,6.45
43269,1536,12.35,101.00,63.13,6.17
43294,1536,12.35,85.00,63.28,6.17
43319,1536,12.35,94.00,63.44,6.40
43344,1536,12.35,81.00,63.60,6.17
43369,1536,12.35,103.00,63.76,6.45
43394,1536,12.35,86.00,63.91,6.17
43419,1536,12.35,91.00,64.07,6.17
43444,1536,12.35,94.00,64.23,6.40
